Kind,Race,Name,Description,Level,Frequency,Difficulty,Challenge,Size,Material,Weight,Speed,Defence,Strategy,Flags,STR,DEX,CON,INT,WIS,CHA
echo,echo,echo,"Astral beings who are a vessel for the indomitable spirit of a vanquished adventurer. Having no motivations of their own, they are glad to permit the possession; for the deceased adventurer, it is a second chance at revenge or redemption. Born from astral matter, they are slightly built, translucent and can move freely through physical obstacles.",0,0,0,0,medium,animal,10000,"5,0",8,attack,BASE,10,10,10,10,10,10
elemental,,acid elemental,"A walking pool of acid, held in the shape of a body by something with an appetite.",13,2,15,275,huge,water,180000,"2,0",15,attack,,17,13,17,5,10,7
elemental,,acid sphere,"A hovering bead of acid, small enough to ignore and stupid enough to close the distance anyway.",6,2,8,48,small,water,100,"3,0",12,attack,,6,12,10,7,8,12
elemental,,air elemental,,18,2,20,505,huge,air,0,"7,5",17,attack,,14,20,14,6,10,6
elemental,,air sphere,"A knot of turning air about the size of a head. It has no face, and it follows you regardless.",8,2,10,66,small,air,0,"5,0",17,attack,,6,19,8,7,8,12
elemental,,animate object,,0,0,0,0,small,ether,0,"5,0",10,attack,ANIMATE,11,11,11,11,11,11
elemental,,ash elemental,"Everything that is left when a fire has finished, and still hot enough for it to matter.",15,2,17,358,huge,fire,30000,"3,7",16,attack,,14,16,17,5,10,6
elemental,,brine elemental,"A standing wave of brackish swamp water, thick with algae and old poison; nothing in it is fresh, and nothing about touching it is safe.",14,1,16,272,huge,water,200000,"2,0",16,attack,,18,14,18,5,10,8
elemental,,dao,,7,1,8,55,medium,stone,19000,"4,0",15,attack,,23,12,24,12,13,14
elemental,,djinni,,17,1,18,455,medium,animal,14000,"4,5",18,defend,,21,15,22,15,16,20
elemental,,earth elemental,,16,2,18,405,huge,stone,90000,"2,0",21,attack,,20,8,20,5,10,5
elemental,,earth sphere,,9,2,11,54,small,stone,45000,"3,7",21,attack,,6,8,16,7,8,12
elemental,,efreeti,,37,1,38,2055,medium,fire,18000,"4,0",15,attack,,22,12,24,16,15,16
elemental,,energy elemental,Raw current given legs. The air around it tastes of a storm that has not arrived yet.,15,1,17,360,huge,electricity,0,"3,7",14,attack,,12,18,14,6,10,6
elemental,,explosive elemental,"It is holding itself together, and it is not going to manage that for very much longer.",14,1,16,330,huge,fire,0,"3,7",12,attack,,9,17,10,4,8,5
elemental,,explosive sphere,A sphere with a short temper and a shorter future.,6,2,8,51,small,fire,0,"3,7",10,attack,,6,16,6,7,8,12
elemental,,fire elemental,,14,2,16,327,huge,fire,0,"3,7",15,attack,,10,17,16,6,10,7
elemental,,flame sphere,,5,2,7,54,small,fire,0,"3,7",11,attack,,6,16,8,7,8,12
elemental,,frost sphere,,7,2,9,80,small,ice,100,"3,7",13,attack,,6,16,8,7,8,12
elemental,,ice elemental,,20,2,22,605,huge,ice,120000,"3,7",20,attack,,18,12,16,6,10,6
elemental,,marid,,27,1,28,979,medium,animal,15000,"4,0",21,attack,,22,18,26,18,17,18
elemental,,shock sphere,,11,2,13,156,small,electricity,0,"3,7",15,attack,,6,16,8,7,8,12
elemental,,sonic elemental,"A standing wave, loud enough to be solid. You feel it in your teeth before you see it.",17,1,19,470,huge,air,0,"5,0",18,attack,,13,19,14,6,10,6
elemental,,sonic sphere,A hovering note that will not stop rising.,9,2,11,90,small,air,0,"5,0",11,attack,,6,20,8,7,8,12
elemental,,stalker,,8,3,9,65,large,animal,9000,"3,7",13,defend,,16,19,14,10,15,11
elemental,,water elemental,,12,2,14,226,huge,water,200000,"2,0",16,attack,,18,14,18,5,10,8
elemental,,water sphere,,3,2,5,24,small,water,100000,"3,7",11,attack,,6,12,18,7,8,12
elf,elf,drow,,10,1,13,225,medium,animal,10000,"5,0",16,attack,,14,16,12,15,15,13
elf,elf,drow mage,"Drow magic is taught underground, quietly, and it is used the same way.",12,1,9,260,medium,animal,10000,"5,0",17,attack,,11,16,12,19,16,13
elf,elf,drow monk,"Bare hands, bare feet, and a discipline that took thirty years in the dark to learn.",11,1,8,235,medium,animal,10000,"5,0",17,attack,,15,18,13,12,14,11
elf,elf,drow priestess,"She speaks for the spider goddess, and the enclave does whatever she says the goddess wants.",13,1,10,300,medium,animal,10000,"5,0",17,attack,,12,16,13,15,18,15
elf,elf,drow thief,"Sees perfectly in the dark, moves perfectly in it, and is already behind you.",9,1,7,195,medium,animal,9500,"5,0",17,attack,,11,18,11,13,12,13
elf,elf,Earendil,,20,0,22,963,medium,animal,15000,"5,0",20,attack,GUARDIAN|UNIQUE,14,24,14,20,20,22
elf,elf,elf,"Spiritual beings fond of nature and magic. They are physically similar to humans, but often smaller and nimbler.",0,0,0,0,medium,animal,10000,"5,0",10,attack,BASE,10,10,10,10,10,10
elf,elf,elf king,,22,1,24,713,medium,animal,12000,"5,0",18,attack,,19,19,15,16,15,23
elf,elf,elf lord,,20,2,22,636,medium,animal,11000,"5,0",16,attack,,16,15,13,15,15,15
elf,elf,Elwing,,20,0,22,963,medium,animal,11000,"5,0",20,attack,GUARDIAN|UNIQUE,14,24,14,20,20,22
elf,elf,green elf,,10,3,12,189,medium,animal,10000,"5,0",12,attack,,12,13,11,14,15,13
elf,elf,grey elf,,14,3,16,242,medium,animal,10000,"5,0",13,attack,,12,13,12,14,15,13
elf,elf,high elf,,17,1,19,427,medium,animal,11000,"5,0",15,attack,,17,15,12,15,15,14
elf,elf,noble elf,"Old blood, old grudges, and a sword that has been in the family longer than the family has held the land.",15,1,11,380,medium,animal,12000,"3,7",15,attack,,13,15,12,15,14,19
elf,elf,sun elf,"An elf of the sunlit dunes, skin bronzed and eyes narrowed; its arrows are fletched with fire-hardened reed and fly burning.",9,2,11,96,medium,animal,9000,"5,0",10,attack,,12,14,10,13,13,12
elf,elf,woodland elf,,7,3,9,60,medium,animal,9000,"5,0",10,attack,,12,13,10,13,13,12
eye,,beholder,,32,1,34,1508,large,animal,25000,"3,7",26,attack,,14,13,15,14,11,14
eye,,blinking eye,,7,1,9,76,small,animal,100,"3,7",16,attack,,6,15,11,4,6,8
eye,,bloodshot eye,,21,1,19,406,small,animal,100,"2,0",13,attack,,6,16,8,4,6,5
eye,,floating eye,,2,6,3,7,small,animal,500,"1,5",8,attack,,6,16,6,7,6,12
eye,,gas spore,,1,1,2,6,small,animal,100,"2,0",15,attack,,5,1,3,1,1,1
eye,,glowing eye,,5,1,7,34,small,animal,500,"2,0",13,attack,,6,16,8,4,6,10
fairy,nymph,Aphrodite,,20,0,23,968,medium,animal,13000,"5,0",21,defend,GUARDIAN|UNIQUE,5,18,12,16,24,30
fairy,fairy,brownie,,8,1,11,94,tiny,animal,600,"5,0",15,defend,,5,14,12,13,15,12
fairy,fairy,dryad,,14,0,16,254,medium,animal,14500,"3,7",26,attack,,18,16,20,15,20,14
fairy,fairy,fairy,"Tiny winged spirits, inherently magical and extraordinarily beautiful. When threatened, they can escape through distortions in spatial reality.",0,0,0,0,tiny,animal,3000,"5,0",10,attack,BASE,10,10,10,10,10,10
fairy,nymph,fire nymph,,18,2,20,420,medium,animal,6000,"5,0",20,defend,sleeping,6,20,10,15,15,18
fairy,nymph,mountain nymph,,13,2,15,220,medium,animal,6000,"5,0",17,defend,sleeping,5,18,8,13,13,16
fairy,nymph,Nymph Princess,She rules a court of nymphs and has never yet had to raise a hand to keep it.,22,0,24,720,medium,animal,6000,"5,0",22,defend,GUARDIAN|UNIQUE|sleeping,7,22,12,17,17,22
fairy,fairy,pixie,,3,1,11,76,tiny,animal,600,"5,0",15,defend,sleeping,6,14,8,13,13,15
fairy,fairy,quickling,,5,1,7,48,tiny,animal,600,"7,5",6,defend,,6,18,8,11,12,12
fairy,nymph,water nymph,,3,2,5,16,medium,animal,6000,"5,0",10,defend,sleeping,5,12,8,13,13,16
fairy,nymph,wood nymph,,8,2,10,79,medium,animal,6000,"5,0",15,defend,sleeping,5,12,8,13,13,16
flayer,,master mind flayer,,17,1,20,478,medium,animal,16000,"3,7",18,attack,,11,14,14,25,18,17
flayer,,mind flayer,,8,1,10,200,medium,animal,14500,"3,7",12,attack,,9,13,14,22,14,16
fungus,,acid spore,A bulbous fungus that bursts into a hissing cloud of acid when disturbed.,5,1,6,40,small,vegetable,800,"1,5",17,attack,,2,2,11,1,3,1
fungus,,black mould,,6,1,8,61,small,vegetable,1000,"1,5",18,attack,,2,1,12,1,3,1
fungus,,brown mould,,1,1,2,4,small,vegetable,500,"1,5",16,attack,,3,1,10,1,2,1
fungus,,disgusting mould,,5,1,7,46,small,vegetable,1000,"1,5",18,attack,,2,1,11,1,3,1
fungus,,green mould,,1,1,2,4,small,vegetable,500,"1,5",16,attack,,3,1,10,1,2,1
fungus,,lichen,,0,4,1,1,small,vegetable,200,"1,5",16,attack,,1,1,5,1,1,1
fungus,,red mould,,1,1,2,4,small,vegetable,500,"1,5",16,attack,,3,1,10,1,2,1
fungus,,shrieker,,3,2,2,10,small,vegetable,1000,"1,5",18,attack,,1,1,10,1,3,1
fungus,,violet fungus,,3,2,5,19,small,vegetable,1000,"1,5",18,attack,,3,1,10,1,3,1
fungus,,yellow mould,,1,2,2,3,small,vegetable,500,"1,5",16,attack,,3,1,10,1,2,1
ghost,,banshee,,21,1,24,678,medium,ether,0,"4,5",24,defend,,11,16,10,10,12,15
ghost,,frost wraith,"A shade gone pale and crystalline, trailing frost wherever it drifts; the cold pours off it before it ever draws near.",14,1,16,360,medium,ether,14500,"2,5",10,defend,,7,11,11,11,13,16
ghost,,ghost,,10,0,12,178,medium,ether,0,"2,0",24,attack,,7,13,10,10,12,17
ghost,,shade,,12,1,14,309,medium,ether,14500,"2,5",10,defend,,7,11,11,11,13,16
ghost,,shadow,,4,1,6,67,medium,ether,14500,"2,5",14,defend,,6,14,13,6,10,8
giant,giant,ash giant,"A giant caked grey with volcanic ash, walking down from a smoking peak with a club still smoking at the tip.",14,1,16,300,huge,animal,110000,"3,0",15,attack,,22,8,20,5,9,6
giant,giant,cyclops,,23,1,28,1005,huge,animal,200000,"4,5",26,attack,,22,11,20,8,6,10
giant,ettin,ettin,,22,1,25,658,huge,animal,93000,"3,7",26,attack,,21,8,17,6,10,8
giant,giant,Father Dagon,,80,0,85,12388,gargantuan,animal,2000000,"5,0",27,attack,UNIQUE,30,16,30,16,18,24
giant,giant,fire giant,,15,2,17,414,huge,animal,110000,"3,0",16,attack,,25,9,23,10,14,13
giant,giant,frost giant,,17,1,20,441,huge,animal,110000,"3,0",18,attack,,23,9,21,9,10,12
giant,giant,giant,"An ancient race of towering recluses. Their terrifying size gives them immense strength, supplemented by a voracious diet of meats and minerals.",0,0,0,0,huge,animal,100000,"3,3",10,attack,BASE,10,10,10,10,10,10
giant,giant,giant king,,30,1,32,1300,huge,animal,165000,"3,7",20,attack,,30,15,27,15,13,24
giant,giant,Gianta Klaus,"A giant in red who arrives once a year with a sack, and whose generosity is best not put to the test.",19,0,24,640,huge,animal,140000,"4,0",18,attack,UNIQUE,28,11,26,12,12,15
giant,giant,hill giant,,12,2,14,229,huge,animal,110000,"3,0",15,attack,,21,8,19,5,9,6
giant,giant,ice giant,"A giant of the high glaciers, sheathed in rime; its breath alone can flash-freeze a puddle solid.",19,1,22,500,huge,animal,110000,"3,0",19,attack,,25,9,22,9,11,12
giant,giant,Lord Surtur,,15,0,20,511,huge,animal,130000,"4,0",18,attack,UNIQUE,27,11,25,11,11,14
giant,giant,Mother Hydra,,80,0,85,12802,gargantuan,animal,3000000,"5,0",29,attack,UNIQUE,30,17,30,16,18,25
giant,giant,stone giant,,10,2,11,91,huge,animal,110000,"3,0",15,attack,,23,15,20,10,12,9
giant,giant,storm giant,,21,1,24,659,huge,animal,110000,"3,0",20,attack,,29,14,20,16,18,18
giant,giant,titan,,26,1,29,1143,huge,animal,180000,"5,0",28,attack,,30,12,29,20,22,24
gnoll,gnoll,gnoll,,17,1,19,385,large,animal,18000,"3,7",16,attack,,14,12,11,6,10,7
gnoll,gnoll,gnoll chieftain,,28,1,31,956,large,animal,20000,"5,0",23,attack,,16,14,13,8,11,9
gnoll,gnoll,gnoll shaman,,18,1,22,441,large,animal,16000,"5,0",19,attack,,14,12,11,6,14,7
gnoll,gnoll,gnoll warrior,,24,1,26,647,large,animal,18000,"5,0",18,attack,,18,14,15,6,10,7
gnome,gnome,cave gnome,"A gnome who never left the deep tunnels, pale and stooped, at ease chewing through rock with a pickaxe.",6,2,7,48,small,animal,7500,"2,5",12,attack,,15,9,14,8,9,8
gnome,gnome,deep gnome,,10,1,12,151,small,animal,7500,"2,5",14,attack,,12,12,10,11,11,10
gnome,gnome,gnome,"Subterranean peoples of diminutive stature, fond of tinkering and magic. Evolved for subsistence living, their metabolism is suited for long adventures where food is scarce.",0,0,0,0,small,animal,6500,"4,0",10,attack,BASE,10,10,10,10,10,10
gnome,gnome,gnome king,,17,1,20,524,small,animal,7500,"3,0",12,attack,,15,13,16,12,13,18
gnome,gnome,gnome lord,,3,2,4,15,small,animal,7000,"3,0",10,attack,,13,12,11,11,10,13
gnome,gnome,gnome thief,,1,1,3,11,small,animal,6500,"3,7",8,attack,,12,14,8,11,8,11
gnome,gnome,gnome warrior,,5,1,6,31,small,animal,7500,"3,0",10,attack,,14,11,13,9,9,11
gnome,gnome,gnomish wizard,,3,2,5,23,small,animal,7000,"3,0",15,attack,,11,12,10,13,16,12
golem,,adamantine golem,,36,1,38,1212,large,adamantine,120000,"5,0",35,attack,,29,9,29,3,9,2
golem,,bronze golem,"A golem cast from bronze rather than raw iron; where its cousin only staggers under a lightning strike, this one drinks the current and spits it back.",22,1,25,705,large,iron,120000,"2,0",18,attack,,24,9,20,3,11,1
golem,,clay golem,,17,1,18,425,large,clay,80000,"2,0",18,attack,,20,9,18,3,8,1
golem,,crystal golem,,32,1,36,1182,large,crystal,100000,"5,0",20,attack,,26,9,22,3,9,1
golem,,diamond golem,,28,1,30,839,large,gemstone,110000,"3,7",18,attack,,26,9,22,3,9,1
golem,,emerald golem,,23,1,25,601,large,gemstone,110000,"3,7",19,attack,,26,9,22,3,9,1
golem,,flesh golem,,14,1,14,184,large,animal,50000,"2,0",17,attack,,19,9,18,6,10,5
golem,,Frankenstein's Monster,,18,0,30,715,large,animal,30000,"2,0",23,attack,UNIQUE,18,15,25,7,5,7
golem,,glass golem,,19,1,20,456,large,glass,90000,"2,0",20,attack,,22,9,18,3,9,1
golem,,gold golem,,9,1,10,84,large,gold,140000,"2,5",14,attack,,16,10,13,3,8,1
golem,,iron golem,,20,1,24,635,large,iron,120000,"2,0",18,attack,,24,9,20,3,11,1
golem,,leather golem,,11,1,12,169,large,leather,60000,"2,0",15,attack,,15,9,12,3,11,3
golem,,mithril golem,,30,1,34,1112,large,mithril,120000,"5,0",18,attack,,27,9,22,3,9,2
golem,,paper golem,,3,1,4,10,large,paper,40000,"3,7",11,attack,,14,9,12,3,9,2
golem,,pearl golem,,24,1,26,695,large,gemstone,120000,"3,0",18,attack,,26,9,18,3,15,1
golem,,plastic golem,,5,1,6,23,large,plastic,95000,"3,7",12,attack,,16,9,14,3,11,3
golem,,rope golem,,7,1,9,62,large,cloth,80000,"2,5",13,attack,,18,8,14,3,10,3
golem,,ruby golem,,26,1,28,731,large,gemstone,100000,"3,7",18,attack,,26,9,22,3,9,1
golem,,sapphire golem,,30,1,32,1014,large,gemstone,110000,"3,7",19,attack,,26,9,22,3,9,1
golem,,silver golem,"Cast in silver at ruinous expense, and worth it: nothing rots it, nothing charms it, and it never tires.",11,1,13,138,large,silver,130000,"2,5",16,attack,,18,10,15,3,9,1
golem,,snow golem,,12,1,13,199,large,ice,60000,"2,5",16,attack,,16,9,12,3,11,3
golem,,stone golem,,21,1,22,673,large,stone,120000,"2,0",16,attack,,22,9,20,3,11,1
golem,,straw golem,,3,1,3,10,large,vegetable,20000,"3,7",11,attack,,8,8,10,3,13,2
golem,,tin golem,Beaten out of scrap tin by an apprentice who wanted to prove a point. It rattles as it walks.,5,1,6,24,medium,tin,60000,"3,7",12,attack,,15,9,13,3,9,1
golem,,topaz golem,,21,1,23,501,large,gemstone,100000,"3,7",17,attack,,26,9,22,3,9,1
golem,,wax golem,,6,1,8,47,large,wax,28000,"3,7",11,attack,,14,10,16,3,10,1
golem,,wood golem,,14,1,16,310,large,wood,30000,"2,0",17,attack,,14,9,12,3,9,1
gremlin,,gargoyle,,16,2,18,398,medium,animal,22000,"2,5",24,attack,,16,11,16,6,11,7
gremlin,,gremlin,,4,2,6,29,small,animal,1000,"3,7",15,attack,,8,16,12,14,12,14
gremlin,,winged gargoyle,,23,1,25,649,medium,animal,14000,"5,0",23,attack,,22,13,16,6,11,7
halfling,halfling,halfling,Small folk who prefer simple lives. They are notably gregarious and their build lends them well to less-than-noble endeavours.,0,0,0,0,small,animal,5000,"4,5",10,attack,BASE,10,10,10,10,10,10
halfling,halfling,halfling female caveman,"Small, wary, and quicker with a thrown rock than anyone her size has any right to be.",0,2,1,5,small,animal,4800,"4,5",11,attack,,10,15,11,7,9,10
halfling,halfling,halfling male caveman,"A halfling from before halflings had villages, clubbing at the world with whatever came to hand.",0,2,1,5,small,animal,5200,"4,5",10,attack,,14,12,13,6,7,8
horse,unicorn,black unicorn,,4,4,6,27,large,animal,80000,"7,5",16,defend,,18,14,15,11,17,16
horse,,buraq,"A winged steed with a human face, which crosses in a single stride what a horse crosses in a day.",22,1,18,880,large,animal,90000,"7,5",20,defend,,19,18,17,10,15,14
horse,unicorn,grey unicorn,,8,4,10,165,large,animal,120000,"7,5",17,defend,,18,14,15,11,17,16
horse,,horse,,5,2,7,31,large,animal,90000,"6,0",15,defend,DOMESTIC,16,10,12,2,11,7
horse,,nightmare,,30,1,32,1365,large,animal,120000,"7,5",19,defend,,18,15,16,10,13,15
horse,,pegasus,,24,1,27,961,large,animal,75000,"7,5",19,defend,,18,15,16,10,15,13
horse,,pony,,3,2,4,13,large,animal,40000,"5,0",14,defend,DOMESTIC,15,10,13,2,11,7
horse,unicorn,runicorn,A unicorn whose hide is scored with runes that no hand cut. Magic slides off it and comes back sharpened.,16,1,18,320,large,animal,105000,"7,5",20,defend,,22,16,16,13,19,18
horse,,warhorse,,7,2,9,55,large,animal,140000,"6,0",15,defend,DOMESTIC,18,12,13,2,12,7
horse,unicorn,white unicorn,,12,4,14,204,large,animal,100000,"7,5",18,defend,,22,14,15,11,17,16
human,human,Archmage Dirachi,,40,0,44,2498,medium,animal,14500,"5,0",27,attack,GUARDIAN|UNIQUE,15,17,16,22,21,22
human,human,Archmage Flaynn,,40,0,44,2498,medium,animal,14500,"5,0",27,attack,GUARDIAN|UNIQUE,15,17,16,22,21,22
human,human,Archpriest Avvakrum,,25,0,30,1276,medium,animal,15000,"4,5",29,attack,GUARDIAN|UNIQUE,22,18,19,18,24,22
human,human,artisan,,14,0,18,314,medium,animal,13000,"5,0",20,attack,,18,16,17,14,15,13
human,human,Ashikaga Takauji,,30,0,32,993,medium,animal,15000,"5,0",26,attack,UNIQUE,16,18,16,16,14,14
human,human,Assassin Mortimer,,30,0,40,2443,medium,animal,13000,"5,3",32,attack,GUARDIAN|UNIQUE,15,26,15,18,17,20
human,human,Charon,,45,0,38,4938,medium,animal,14500,"5,0",28,attack,UNIQUE,16,24,28,18,20,22
human,human,Colonel Blood,,15,0,20,541,medium,animal,18000,"4,5",20,attack,UNIQUE,17,14,18,15,16,18
human,human,Croesus,,30,0,35,2626,medium,animal,18000,"5,0",25,attack,UNIQUE,22,17,18,16,16,26
human,human,dark cleric,,12,0,15,234,medium,animal,14000,"5,0",24,attack,,18,12,18,12,22,16
human,human,Deliarne,,8,0,12,338,medium,animal,14000,"4,5",20,attack,UNIQUE,14,18,16,15,17,15
human,human,Doctor Frankenstein,,18,0,30,710,medium,animal,14500,"4,0",24,attack,UNIQUE,16,22,17,21,18,17
human,human,genetic engineer,,11,1,12,199,medium,animal,14500,"3,7",14,attack,,12,16,14,18,15,12
human,human,guard,,12,0,14,212,medium,animal,14500,"3,7",10,attack,,22,11,17,11,9,12
human,human,Guildmaster Vaughn,,25,0,31,1288,medium,animal,14000,"4,5",17,attack,GUARDIAN|UNIQUE,13,17,16,17,16,19
human,human,Guru Quilion,,25,0,30,1253,medium,animal,12000,"4,5",17,attack,GUARDIAN|UNIQUE,22,16,21,19,22,20
human,human,Hippocrates,,20,0,22,963,medium,animal,14500,"4,5",18,attack,GUARDIAN|UNIQUE,13,15,16,17,17,20
human,human,holy cleric,,12,0,15,234,medium,animal,14000,"5,0",24,attack,,18,12,18,12,22,16
human,human,human,A medium-sized creature prone to great ambition. Short-lived but ubiquitous; they are not to be underestimated.,0,0,0,0,medium,animal,12000,"5,0",10,attack,BASE,10,10,10,10,10,10
human,human,human king,,20,1,23,763,medium,animal,20000,"3,7",16,attack,,17,15,18,15,16,19
human,human,Kaloi Thrym,,100,0,50,20000,medium,animal,16000,"5,0",40,attack,UNIQUE,14,18,18,16,15,15
human,human,Lareth,,15,0,20,516,medium,animal,15000,"5,0",17,attack,UNIQUE,18,17,21,17,19,18
human,human,Lord Carnarvon,,25,0,31,1263,medium,animal,16000,"5,0",18,attack,GUARDIAN|UNIQUE,13,15,16,16,17,18
human,human,Lord Sato,,25,0,30,1268,medium,animal,14500,"5,0",18,attack,GUARDIAN|UNIQUE,13,15,16,16,17,18
human,human,Lycaon,,20,0,22,958,medium,animal,18000,"5,0",20,attack,UNIQUE,20,16,25,14,20,25
human,human,Master Kaen,,25,0,31,1295,medium,animal,14500,"5,0",23,attack,UNIQUE,21,24,24,18,16,19
human,human,merchant,,24,0,28,666,medium,animal,14500,"5,0",24,attack,,20,15,16,17,14,20
human,human,Metamorphius,,20,0,23,968,medium,animal,14500,"4,5",17,attack,UNIQUE,15,16,16,21,22,19
human,human,Neferet,,20,0,23,993,medium,animal,14500,"4,5",17,attack,GUARDIAN|UNIQUE,15,16,16,21,23,20
human,human,Norn,,20,0,23,968,medium,animal,14500,"3,7",17,attack,GUARDIAN|UNIQUE,22,16,16,18,20,21
human,human,nurse,,11,3,13,190,medium,animal,12000,"3,3",17,attack,,14,16,14,15,13,16
human,human,Oracle,,12,0,13,226,medium,animal,12000,"3,5",17,attack,GUARDIAN|UNIQUE,8,16,12,25,27,24
human,human,Orion,,20,0,22,963,medium,animal,14500,"4,2",17,attack,GUARDIAN|UNIQUE,14,16,16,14,15,17
human,human,Pelias,,20,0,22,963,medium,animal,18000,"4,2",17,attack,GUARDIAN|UNIQUE,14,16,16,20,15,17
human,human,quantum mechanic,,7,2,9,57,medium,animal,14500,"3,7",14,attack,,12,16,12,18,13,12
human,human,Shaman Karnov,,25,0,31,1263,medium,animal,13000,"4,2",17,attack,GUARDIAN|UNIQUE,16,16,16,20,24,15
human,human,Sir Lorimar,,25,0,31,1223,medium,animal,14500,"5,0",26,attack,GUARDIAN|UNIQUE,17,18,19,17,15,18
human,human,Soul Summoner,"He spent a lifetime learning to call the dead, and now they come whether he calls them or not.",20,0,26,900,medium,animal,16000,"4,5",19,attack,UNIQUE,14,15,16,19,18,15
human,human,Thoth Amon,,15,0,20,499,medium,animal,19000,"4,2",17,attack,UNIQUE,14,16,15,17,22,15
human,human,Twoflower,,30,0,35,2461,medium,animal,14500,"5,0",29,attack,GUARDIAN|UNIQUE,16,12,16,15,13,17
human,human,Van Helsing,,30,0,33,2468,medium,animal,17000,"5,0",15,attack,GUARDIAN|UNIQUE,14,21,17,18,19,21
human,human,warlock,,30,1,32,1291,medium,animal,14000,"5,0",21,attack,,16,20,25,24,29,26
human,human,witch,,15,0,20,534,medium,animal,13000,"5,0",20,attack,,14,16,17,20,18,8
imp,,blood imp,,14,1,16,264,tiny,animal,200,"3,7",19,defend,,6,17,13,11,12,14
imp,,dretch,,2,1,3,10,tiny,animal,200,"3,7",18,defend,,11,11,12,5,8,3
imp,,gibberling,,6,1,7,42,small,animal,3500,"3,7",12,attack,,11,6,13,11,8,5
imp,,grimlock,,10,1,11,87,medium,animal,14500,"3,7",15,attack,,16,12,12,9,8,6
imp,,homunculus,,2,2,3,9,tiny,animal,600,"3,7",12,attack,,4,15,11,10,10,7
imp,,imp,,7,1,8,51,tiny,animal,200,"3,7",15,defend,,6,17,13,11,12,14
imp,,lemure,,3,1,5,10,medium,animal,14000,"2,5",16,defend,,10,5,11,1,11,3
imp,leprechaun,leprechaun,,5,4,4,34,tiny,animal,600,"5,0",11,defend,sleeping,8,13,14,13,10,11
imp,leprechaun,leprechaun wizard,,13,1,15,218,tiny,animal,600,"5,0",16,attack,sleeping,8,11,15,15,14,13
imp,,manes,,1,1,2,2,small,animal,1000,"2,5",14,attack,,10,9,13,3,8,4
imp,,nupperibo,,7,1,9,71,tiny,animal,200,"3,7",17,defend,,9,17,12,12,11,14
imp,,quasit,,8,2,10,90,small,animal,2000,"5,0",15,attack,,5,17,10,7,10,10
imp,,rutterkin,,7,1,9,60,tiny,animal,200,"3,7",16,defend,,6,15,13,12,11,12
imp,,tengu,,26,3,27,875,small,animal,3000,"3,7",23,attack,,10,18,13,15,14,15
insect,,assassin bug,,7,1,9,121,medium,animal,10000,"7,5",13,attack,,15,15,13,3,10,3
insect,,black wasp,,11,1,13,349,medium,animal,3000,"5,0",17,attack,,10,15,13,3,10,3
insect,,ember spitting beetle,"A spitting beetle whose glands have gone volcanic, hawking gobbets of burning pitch.",26,1,28,1010,small,animal,1000,"2,5",27,attack,,16,14,14,4,10,3
insect,,fire ant,,17,3,15,237,tiny,animal,300,"5,0",19,attack,,14,12,14,3,8,6
insect,,frost beetle,"A giant beetle with a carapace of blue-white chitin, breath steaming with cold in the deep dark.",24,2,25,780,large,animal,19500,"2,5",20,attack,,19,9,16,3,9,3
insect,,giant ant,,2,4,4,8,tiny,animal,100,"5,0",16,attack,,14,12,13,3,9,5
insect,,giant beetle,,22,4,23,684,large,animal,19500,"2,5",19,attack,,19,9,15,3,9,3
insect,,giant cockroach,,0,3,1,1,tiny,animal,150,"3,7",10,attack,,6,12,6,3,5,3
insect,,giant flea,,3,1,5,16,tiny,animal,100,"3,7",10,attack,,12,15,13,3,11,6
insect,,giant louse,,5,1,7,32,tiny,animal,200,"5,0",11,attack,,12,16,15,3,11,3
insect,,giant termite,,3,1,4,19,tiny,animal,100,"4,5",13,attack,,12,10,10,3,6,3
insect,,giant tick,,1,1,1,5,tiny,animal,50,"3,7",11,attack,,10,10,7,3,6,3
insect,,giant wasp,,17,1,19,362,medium,animal,3000,"5,0",18,attack,,10,14,10,3,10,3
insect,,Girtab,,22,0,25,761,large,animal,16000,"5,0",15,attack,UNIQUE,18,14,13,13,17,14
insect,,killer bee,,1,3,5,26,tiny,animal,10,"5,0",19,attack,,12,15,10,3,10,3
insect,,killer beetle,,28,1,29,1153,large,animal,22000,"2,5",26,attack,,15,16,16,5,8,5
insect,,migo drone,,7,2,10,74,medium,animal,15000,"3,7",22,defend,,10,7,10,3,3,3
insect,,migo queen,,15,1,18,332,large,animal,30000,"5,0",22,attack,,16,12,14,12,12,14
insect,,migo warrior,,10,1,14,197,medium,animal,22000,"5,0",24,attack,,14,9,12,3,9,3
insect,,queen bee,,19,1,21,648,tiny,animal,10,"7,5",24,attack,,19,11,18,3,12,15
insect,,snow ant,,17,1,15,237,tiny,animal,300,"5,0",19,attack,,15,10,15,3,8,5
insect,,soldier ant,,3,3,6,22,tiny,animal,200,"5,0",17,attack,,14,10,13,3,13,11
insect,,spitting beetle,,25,1,27,946,small,animal,1000,"2,5",26,attack,,16,14,14,4,10,3
insect,,tsetse fly,,3,1,8,68,tiny,animal,10,"5,0",16,attack,,10,19,10,3,10,3
insect,,yellow jacket,,13,1,15,182,small,animal,300,"5,0",15,attack,,9,17,13,3,10,4
jelly,,blue jelly,,4,2,5,25,medium,vegetable,500,"1,5",15,attack,,6,4,11,1,2,1
