Stock,Type,Name,Appearance,Description,Armour,Weapon,Light,Storage,Material,Nutrition,Essence,Weight,Price,Rarity,Grade,Bundled,Utility
book,book,book of glacial spike,frosted book,,,,,,paper,0,80,500,400,9,standard,FALSE,study:LearnSpell:|/evocation:9
book,book,book of grasping mind,jewelled book,,,,,,paper,0,64,500,300,17,standard,FALSE,study:LearnSpell:|/enchantment:6
book,book,book of grave rot,mildewed book,,,,,,paper,0,48,500,200,10,standard,FALSE,study:LearnSpell:|/necromancy:3
book,book,book of gravity well,feldspar book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/transmutation:12
book,book,book of guided path,compass bound book,,,,,,paper,0,80,500,400,15,standard,FALSE,study:LearnSpell:|/abjuration:9
book,book,book of harvest of souls,soul bound book,,,,,,paper,0,128,500,700,6,standard,FALSE,study:LearnSpell:|/necromancy:18
book,book,book of haste,purple book,,,,,,paper,0,64,500,300,20,standard,FALSE,study:LearnSpell:|/abjuration:6
book,book,book of hazard sense,corded book,,,,,,paper,0,32,500,100,6,standard,FALSE,study:LearnSpell:|/abjuration:0
book,book,book of healing,white book,,,,,,paper,0,32,500,100,30,standard,FALSE,study:LearnSpell:|/clerical:0
book,book,book of hex,sable book,,,,,,paper,0,32,500,100,8,standard,FALSE,study:LearnSpell:|/enchantment:0
book,book,book of hexbind,blackened book,,,,,,paper,0,48,500,200,10,standard,FALSE,study:LearnSpell:|/necromancy:3
book,book,book of hideous laughter,moth eaten book,,,,,,paper,0,48,500,200,12,standard,FALSE,study:LearnSpell:|/enchantment:3
book,book,book of hold monster,iron bound book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/enchantment:12
book,book,book of hold person,black bound book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/enchantment:9
book,book,book of holy word,buckled book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/clerical:15
book,book,book of ice storm,thin book,,,,,,paper,0,80,500,400,15,standard,FALSE,study:LearnSpell:|/evocation:9
book,book,book of identify,bronze book,,,,,,paper,0,96,500,500,30,standard,FALSE,study:LearnSpell:|/divination:12
book,book,book of inner calm,dove grey book,,,,,,paper,0,64,500,300,12,standard,FALSE,study:LearnSpell:|/abjuration:6
book,book,book of invisibility,dark brown book,,,,,,paper,0,80,500,400,20,standard,FALSE,study:LearnSpell:|/abjuration:9
book,book,book of iron will,amber book,,,,,,paper,0,48,500,200,15,standard,FALSE,study:LearnSpell:|/enchantment:3
book,book,book of ironbind door,schist book,,,,,,paper,0,48,500,200,9,standard,FALSE,study:LearnSpell:|/transmutation:3
book,book,book of juggernaut ray,shrapnel book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/evocation:15
book,book,book of jumping,torn book,,,,,,paper,0,48,500,200,15,standard,FALSE,study:LearnSpell:|/abjuration:3
book,book,book of keen search,hazel book,,,,,,paper,0,48,500,200,11,standard,FALSE,study:LearnSpell:|/divination:3
book,book,book of knock,pink book,,,,,,paper,0,32,500,100,25,standard,FALSE,study:LearnSpell:|/transmutation:0
book,book,book of legion of bone,ossuary book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/necromancy:12
book,book,book of levitation,tan book,,,,,,paper,0,80,500,400,15,standard,FALSE,study:LearnSpell:|/abjuration:9
book,book,book of light,cloth book,,,,,,paper,0,32,500,100,30,standard,FALSE,study:LearnSpell:|/abjuration:0
book,book,book of lightning bolt,rainbow book,,,,,,paper,0,80,500,400,10,standard,FALSE,study:LearnSpell:|/evocation:9
book,book,book of living wall,deep book,,,,,,paper,0,112,500,600,10,standard,FALSE,study:LearnSpell:|/necromancy:15
book,book,book of magic mapping,dusty book,,,,,,paper,0,96,500,500,15,standard,FALSE,study:LearnSpell:|/divination:12
book,book,book of magic missile,vellum book,,,,,,paper,0,48,500,200,40,standard,FALSE,study:LearnSpell:|/evocation:3
book,book,book of meteoric cataclysm,cratered book,,,,,,paper,0,128,500,700,6,standard,FALSE,study:LearnSpell:|/evocation:18
book,book,book of mind ken,cobalt book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/divination:9
book,book,book of mind link,jade book,,,,,,paper,0,64,500,300,19,standard,FALSE,study:LearnSpell:|/enchantment:6
book,book,book of mind spike,birch book,,,,,,paper,0,64,500,300,18,standard,FALSE,study:LearnSpell:|/enchantment:6
book,book,book of mindrend,whispering book,,,,,,paper,0,128,500,700,6,standard,FALSE,study:LearnSpell:|/enchantment:18
book,book,book of mirror ward,argent book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/abjuration:9
book,book,book of neutralize poison,olive branch book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/abjuration:12
book,book,book of oracle's eye,sapphire book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/divination:12
book,book,book of owl eyes,charcoal book,,,,,,paper,0,32,500,100,8,standard,FALSE,study:LearnSpell:|/divination:0
book,book,book of petrifying touch,graphite book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/transmutation:15
book,book,book of phasing,shadow book,,,,,,paper,0,112,500,600,10,standard,FALSE,study:LearnSpell:|/enchantment:15
book,book,book of planar anchor,starlit book,,,,,,paper,0,64,500,300,13,standard,FALSE,study:LearnSpell:|/divination:6
book,book,book of planar swap,warped book,,,,,,paper,0,64,500,300,20,standard,FALSE,study:LearnSpell:|/conjuration:6
book,book,book of poison blast,tattered book,,,,,,paper,0,80,500,400,15,standard,FALSE,study:LearnSpell:|/evocation:9
book,book,book of polymorph,silver book,,,,,,paper,0,112,500,600,15,standard,FALSE,study:LearnSpell:|/transmutation:15
book,book,book of porter's reach,gneiss book,,,,,,paper,0,32,500,100,5,standard,FALSE,study:LearnSpell:|/transmutation:0
book,book,book of prayer,psalm book,,,,,,paper,0,80,500,400,13,standard,FALSE,study:LearnSpell:|/clerical:9
book,book,book of premonition,topaz book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/divination:15
book,book,book of prismatic spray,opal book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/evocation:15
book,book,book of psychic shove,battered book,,,,,,paper,0,48,500,200,13,standard,FALSE,study:LearnSpell:|/enchantment:3
book,book,book of raise dead,papyrus book,,,,,,paper,0,128,500,700,10,standard,FALSE,study:LearnSpell:|/necromancy:18
book,book,book of rally cry,crimson book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/enchantment:9
book,book,book of ray of enfeeblement,wilted book,,,,,,paper,0,48,500,200,10,standard,FALSE,study:LearnSpell:|/necromancy:3
book,book,book of reap,dusk blue book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/necromancy:12
book,book,book of regenerate,dull book,,,,,,paper,0,80,500,400,10,standard,FALSE,study:LearnSpell:|/clerical:9
book,book,book of remove curse,wrinkled book,,,,,,paper,0,96,500,500,25,standard,FALSE,study:LearnSpell:|/clerical:12
book,book,book of repelling ward,gale book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/conjuration:9
book,book,book of repulsion,verdigris book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/abjuration:9
book,book,book of restoration,light brown book,,,,,,paper,0,80,500,400,15,standard,FALSE,study:LearnSpell:|/clerical:9
book,book,book of revelation,ancient book,,,,,,paper,0,64,500,300,14,standard,FALSE,study:LearnSpell:|/divination:6
book,book,book of sanctuary,marble book,,,,,,paper,0,48,500,200,9,standard,FALSE,study:LearnSpell:|/clerical:3
book,book,book of scalding cloud,scalded book,,,,,,paper,0,64,500,300,9,standard,FALSE,study:LearnSpell:|/evocation:6
book,book,book of searing light,sunlit book,,,,,,paper,0,80,500,400,14,standard,FALSE,study:LearnSpell:|/clerical:9
book,book,book of sense curse,onyx book,,,,,,paper,0,64,500,300,14,standard,FALSE,study:LearnSpell:|/divination:6
book,book,book of sense the restless,bone book,,,,,,paper,0,32,500,100,6,standard,FALSE,study:LearnSpell:|/clerical:0
book,book,book of sentinel ward,coral book,,,,,,paper,0,32,500,100,6,standard,FALSE,study:LearnSpell:|/abjuration:0
book,book,book of shimmer shield,silvered book,,,,,,paper,0,48,500,200,9,standard,FALSE,study:LearnSpell:|/abjuration:3
book,book,book of shocking sphere,stylish book,,,,,,paper,0,48,500,200,20,standard,FALSE,study:LearnSpell:|/conjuration:3
book,book,book of shrink,pumice book,,,,,,paper,0,64,500,300,13,standard,FALSE,study:LearnSpell:|/transmutation:6
book,book,book of silence,muted book,,,,,,paper,0,64,500,300,11,standard,FALSE,study:LearnSpell:|/clerical:6
book,book,book of simulacrum,glass bound book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/conjuration:15
book,book,book of sleep,mottled book,,,,,,paper,0,32,500,100,35,standard,FALSE,study:LearnSpell:|/enchantment:0
book,book,book of slick detonation,sooty book,,,,,,paper,0,80,500,400,9,standard,FALSE,study:LearnSpell:|/evocation:9
book,book,book of slipping free,eelskin book,,,,,,paper,0,48,500,200,8,standard,FALSE,study:LearnSpell:|/abjuration:3
book,book,book of slow,light green book,,,,,,paper,0,48,500,200,25,standard,FALSE,study:LearnSpell:|/enchantment:3
book,book,book of soaking sphere,tiny book,,,,,,paper,0,48,500,200,20,standard,FALSE,study:LearnSpell:|/conjuration:3
book,book,book of song of discord,chained book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/enchantment:12
book,book,book of spark bolt,static book,,,,,,paper,0,32,500,100,6,standard,FALSE,study:LearnSpell:|/evocation:0
book,book,book of spectral shroud,gossamer book,,,,,,paper,0,48,500,200,9,standard,FALSE,study:LearnSpell:|/necromancy:3
book,book,book of spirit leech,sallow book,,,,,,paper,0,64,500,300,13,standard,FALSE,study:LearnSpell:|/necromancy:6
book,book,book of spirit shield,silken book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/clerical:12
book,book,book of starfall,incandescent book,,,,,,paper,0,112,500,600,9,standard,FALSE,study:LearnSpell:|/evocation:15
book,book,book of steadfast ward,leaden book,,,,,,paper,0,64,500,300,12,standard,FALSE,study:LearnSpell:|/abjuration:6
book,book,book of stone to flesh,granite book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/transmutation:9
book,book,book of stoneskin,slate book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/transmutation:9
book,book,book of summoning,turquoise book,,,,,,paper,0,48,500,200,25,standard,FALSE,study:LearnSpell:|/conjuration:3
book,book,book of sunburst smite,solar book,,,,,,paper,0,64,500,300,9,standard,FALSE,study:LearnSpell:|/evocation:6
book,book,book of sunder gear,flint book,,,,,,paper,0,64,500,300,13,standard,FALSE,study:LearnSpell:|/transmutation:6
book,book,book of swoon,hollow book,,,,,,paper,0,48,500,200,11,standard,FALSE,study:LearnSpell:|/enchantment:3
book,book,book of telekinesis,backwards book,,,,,,paper,0,64,500,300,15,standard,FALSE,study:LearnSpell:|/abjuration:6
book,book,book of telekinetic shove,gravel book,,,,,,paper,0,48,500,200,9,standard,FALSE,study:LearnSpell:|/transmutation:3
book,book,book of teleport away,gold book,,,,,,paper,0,112,500,600,15,standard,FALSE,study:LearnSpell:|/abjuration:15
book,book,book of thunderclap,riveted book,,,,,,paper,0,48,500,200,7,standard,FALSE,study:LearnSpell:|/evocation:3
book,book,book of timed combustion,cinder book,,,,,,paper,0,96,500,500,11,standard,FALSE,study:LearnSpell:|/evocation:12
book,book,book of tongue tied,veiled book,,,,,,paper,0,48,500,200,14,standard,FALSE,study:LearnSpell:|/enchantment:3
book,book,book of toxic spray,ochre book,,,,,,paper,0,64,500,300,15,standard,FALSE,study:LearnSpell:|/transmutation:6
book,book,book of transmuter's mastery,porphyry book,,,,,,paper,0,128,500,700,6,standard,FALSE,study:LearnSpell:|/transmutation:18
book,book,book of true appraisal,arcane book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/divination:9
book,book,book of turn undead,copper book,,,,,,paper,0,64,500,300,15,standard,FALSE,study:LearnSpell:|/clerical:6
book,book,book of unbinding,notched book,,,,,,paper,0,64,500,300,13,standard,FALSE,study:LearnSpell:|/abjuration:6
book,book,book of undying ward,phoenix down book,,,,,,paper,0,128,500,700,6,standard,FALSE,study:LearnSpell:|/abjuration:18
book,book,book of unseen hand,gloved book,,,,,,paper,0,32,500,100,26,standard,FALSE,study:LearnSpell:|/conjuration:0
book,book,book of vampiric feast,sanguine book,,,,,,paper,0,96,500,500,12,standard,FALSE,study:LearnSpell:|/necromancy:12
book,book,book of veil of shadows,umber book,,,,,,paper,0,48,500,200,8,standard,FALSE,study:LearnSpell:|/abjuration:3
book,book,book of wall breach,limestone book,,,,,,paper,0,48,500,200,9,standard,FALSE,study:LearnSpell:|/transmutation:3
book,book,book of wall of thorns,bramble book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/conjuration:9
book,book,book of walling,big book,,,,,,paper,0,112,500,600,10,standard,FALSE,study:LearnSpell:|/transmutation:15
book,book,book of ward of return,pale book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/clerical:9
book,book,book of warning ward,ashen book,,,,,,paper,0,32,500,100,8,standard,FALSE,study:LearnSpell:|/divination:0
book,book,book of web snare,burnished book,,,,,,paper,0,48,500,200,24,standard,FALSE,study:LearnSpell:|/conjuration:3
book,book,book of whispers of madness,dog eared book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/necromancy:9
book,book,book of wildfire brand,ember book,,,,,,paper,0,80,500,400,9,standard,FALSE,study:LearnSpell:|/evocation:9
book,book,book of wither,withered book,,,,,,paper,0,80,500,400,16,standard,FALSE,study:LearnSpell:|/necromancy:9
book,book,book of withering ray,sundered book,,,,,,paper,0,96,500,500,11,standard,FALSE,study:LearnSpell:|/evocation:12
book,book,book of wizard lock,dark green book,,,,,,paper,0,48,500,200,30,standard,FALSE,study:LearnSpell:|/transmutation:3
book,book,book of world vision,runed book,,,,,,paper,0,128,500,700,6,standard,FALSE,study:LearnSpell:|/divination:18
food,corpse,animal corpse,,,,,,,animal,0,1,0,1,0,standard,FALSE,
food,corpse,vegetable corpse,,,,,,,vegetable,0,1,0,1,0,standard,FALSE,
food,egg,egg,,,,,,,animal,0,10,0,9,80,standard,FALSE,
food,food,apple,,"A sweet, round fruit, of the red variety. Reportedly a great supplement to your physical health.",,,,,fruit,100,5,20,7,13,standard,FALSE,
food,food,banana,,A curved yellow fruit and a great source of fibre.,,,,,fruit,160,5,20,9,10,standard,FALSE,
food,food,c-ration,,,,,,,vegetable,300,5,100,20,11,standard,FALSE,
food,food,candy bar,,,,,,,vegetable,200,10,20,10,13,standard,FALSE,
food,food,carrot,,"An orange root-vegetable, commonly believed to improve eyesight.",,,,,vegetable,100,5,20,7,15,standard,FALSE,
food,food,cheese,,,,,,,animal,250,5,20,17,10,standard,FALSE,
food,food,clove of garlic,,One segment of a particularly pungent and bulbous herb.,,,,,vegetable,80,10,10,7,7,standard,FALSE,
food,food,cram ration,,,,,,,vegetable,600,5,150,35,20,standard,FALSE,
food,food,cream pie,,"A sweet custard-filled pie with a thin crust, topped with whipped cream.",,,,,vegetable,200,5,100,10,10,standard,FALSE,eat:Toss:blindness|/:0
food,food,eucalyptus leaf,,,,,,,vegetable,10,10,10,6,7,standard,FALSE,
food,food,eyeball,,"A lone, unblinking eye. Swallowing it whole is unpleasant, but not without its uses.",,,,,animal,50,10,20,30,6,standard,FALSE,
food,food,fish,,"A slimy, scaly sea creature, in its entirety. Good for a meal.",,,,,animal,400,5,200,15,5,standard,FALSE,
food,food,food ration,,"A hearty, multi-portioned and nutritious vegetarian meal.",,,,,vegetable,800,5,200,45,380,standard,FALSE,
food,food,fortune cookie,,An inconspicuous snack that tells deep secrets.,,,,,vegetable,80,10,10,7,55,standard,FALSE,
food,food,holy wafer,,"A sanctimonious biscuit. A miracle to the meek, a scourge to the undead.",,,,,vegetable,150,10,10,12,7,standard,FALSE,
food,food,huge chunk of meat,,,,,,,animal,2000,5,4000,105,2,standard,FALSE,
food,food,iron ration,,"A package of preserved meats, all dried and chewy.",,,,,animal,600,5,200,35,71,standard,FALSE,
food,food,k-ration,,,,,,,vegetable,400,5,100,25,13,standard,FALSE,
food,food,kelp frond,,,,,,,vegetable,60,5,10,6,0,standard,FALSE,
food,food,lembas wafer,thin cake,An elven travel food. It is incredibly satiating.,,,,,vegetable,800,25,50,45,20,standard,FALSE,
food,food,lump of royal jelly,sticky glob,,,,,,animal,200,50,20,15,2,standard,FALSE,
food,food,meat ring,,,,,,,animal,200,5,50,1,4,standard,FALSE,
food,food,meat stick,,A stick of cured meat.,,,,,animal,300,5,50,5,4,standard,FALSE,
food,food,meatball,,,,,,,animal,150,5,25,5,4,standard,FALSE,
food,food,melon,,,,,,,fruit,200,5,50,10,9,standard,FALSE,
food,food,mooshroom,,"A stout, mushroom-flecked creature, docile and slow. Its meat is said to nourish more than it should.",,,,,animal,600,25,400,50,5,standard,FALSE,
food,food,mushroom,,,,,,,vegetable,180,10,10,9,6,standard,FALSE,
food,food,orange,,"A sweet citrus fruit, coloured eponymously.",,,,,fruit,160,5,20,9,10,standard,FALSE,
food,food,pancake,,"A flat, round cake. Cooked in a pan, as you might presume.",,,,,vegetable,200,5,20,15,14,standard,FALSE,
food,food,pear,,,,,,,fruit,150,5,20,8,9,standard,FALSE,
food,food,sandwich,,,,,,,animal,500,10,100,10,10,standard,FALSE,
food,food,slime mould,,An ambiguous curiosity. It seems edible.,,,,,vegetable,250,10,50,17,75,standard,FALSE,
food,food,sprig of wolfsbane,,The snipped segment of a plant known for its antilycanthropic properties.,,,,,vegetable,80,10,10,7,7,standard,FALSE,
food,food,The Hero,,,,,,,animal,1000,0,300,1000,1,artifact,FALSE,
food,food,tortilla,,,,,,,vegetable,400,10,20,9,10,standard,FALSE,
food,food,tripe ration,,A meal made from the stomach lining of an animal.,,,,,animal,200,5,100,15,142,standard,FALSE,
food,tin,tin,,,,,,,tin,0,5,0,10,75,standard,FALSE,
gem,coin,gold coin,,The only coin that can be found and spent in the dungeon.,,,,,gold,0,1,0,1,0,standard,TRUE,
gem,gem,agate,orange gem,,,sling: 2d3,,,gemstone,200,14,10,200,12,standard,TRUE,
gem,gem,amber,yellowish brown gem,This gemstone is made from hardened tree sap.,,sling: 2d3,,,gemstone,1000,32,10,1000,8,standard,TRUE,
gem,gem,amethyst,violet gem,,,sling: 2d3,,,gemstone,600,24,10,600,14,standard,TRUE,
gem,gem,aquamarine,green gem,,,sling: 2d3,,,gemstone,1500,39,10,1500,6,standard,TRUE,
gem,gem,black glass bauble,black gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,black opal,black gem,,,sling: 2d3,,,gemstone,2500,50,10,2500,3,standard,TRUE,
gem,gem,blue glass bauble,blue gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,chrysoberyl,yellow gem,,,sling: 2d3,,,gemstone,700,26,10,700,8,standard,TRUE,
gem,gem,citrine,yellow gem,,,sling: 2d3,,,gemstone,1500,39,10,1500,4,standard,TRUE,
gem,gem,diamond,white gem,,,sling: 2d4,,,gemstone,4000,63,10,4000,3,standard,TRUE,
gem,gem,dilithium crystal,white gem,,,sling: 2d4,,,gemstone,4500,100,10,4500,2,standard,TRUE,
gem,gem,emerald,green gem,,,sling: 2d3,,,gemstone,2500,50,10,2500,5,standard,TRUE,
gem,gem,fluorite,violet gem,,,sling: 2d3,,,gemstone,400,20,10,400,15,standard,TRUE,
gem,gem,garnet,red gem,,,sling: 2d3,,,gemstone,700,26,10,700,12,standard,TRUE,
gem,gem,green glass bauble,green gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,jacinth,orange gem,,,sling: 2d3,,,gemstone,3250,57,10,3250,3,standard,TRUE,
gem,gem,jade,green gem,,,sling: 2d3,,,gemstone,300,17,10,300,10,standard,TRUE,
gem,gem,jasper,red gem,,,sling: 2d3,,,gemstone,500,22,10,500,15,standard,TRUE,
gem,gem,jet,black gem,,,sling: 2d3,,,gemstone,850,29,10,850,6,standard,TRUE,
gem,gem,obsidian,black gem,,,sling: 2d3,,,gemstone,200,14,10,200,9,standard,TRUE,
gem,gem,opal,white gem,,,sling: 2d3,,,gemstone,800,28,10,800,12,standard,TRUE,
gem,gem,orange glass bauble,orange gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,pearl,white gem,,,sling: 2d3,,,gemstone,600,18,10,600,14,standard,TRUE,
gem,gem,red glass bauble,red gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,ruby,red gem,,,sling: 1d6,,,gemstone,3500,59,10,3500,4,standard,TRUE,
gem,gem,sapphire,blue gem,,,sling: 1d6,,,gemstone,3000,55,10,3000,4,standard,TRUE,
gem,gem,topaz,yellowish brown gem,,,sling: 1d6,,,gemstone,900,30,10,900,10,standard,TRUE,
gem,gem,turquoise,green gem,,,sling: 1d6,,,gemstone,2000,45,10,2000,6,standard,TRUE,
gem,gem,violet glass bauble,violet gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,white glass bauble,white gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,yellow glass bauble,yellow gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,yellowish brown glass bauble,yellowish brown gem,,,sling: 1d5,,,glass,10,10,10,1,76,standard,TRUE,
gem,gem,zircon,blue gem,,,sling: 1d6,,,gemstone,3000,35,10,1200,8,standard,TRUE,
gem,rock,darkstone,black stone,A stone so black it seems to swallow the light around it. Some say it lets you see by its own darkness.,,sling: 1d4,,,stone,100,2,100,80,6,standard,TRUE,
gem,rock,flint,grey stone,"A hard rock, smooth and therefore aerodynamic.",,sling: 1d4,,,stone,200,2,100,1,10,standard,TRUE,
gem,rock,healthstone,red stone,A stone infused with restorative magic. It crumbles a little more each time it is used.,,sling: 1d4,,,stone,100,2,100,150,8,standard,TRUE,rub:Healing:|/:0
gem,rock,loadstone,grey stone,"An unremarkable grey rock, deceptively heavy for its size. It is not one you want to be caught carrying.",,sling: 1d4,,,stone,100,2,3000,10,3,standard,TRUE,
gem,rock,luckstone,grey stone,"A small, smooth grey stone that feels warm to the touch. Fortune favours whoever carries it.",,sling: 1d4,,,stone,100,2,100,60,4,standard,TRUE,
gem,rock,rock,,A sturdy and solid mineral.,,sling: 1d3,,,stone,100,1,100,1,100,standard,TRUE,
gem,rock,touchstone,black stone,A flat black stone used since antiquity to tell real gemstones from paste and glass.,,sling: 1d4,,,stone,100,2,100,25,5,standard,TRUE,
gem,rock,whetstone,grey stone,A fine-grained stone for putting an edge back on a tired blade.,,sling: 1d4,,,stone,150,2,150,20,8,standard,TRUE,
potion,potion,potion of acid,white potion,,,,,,glass,0,5,100,250,20,standard,FALSE,quaff:Toss:|/:0
potion,potion,potion of affliction,icy potion,,,,,,glass,0,100,100,200,4,standard,FALSE,quaff:Toss:|/:0
potion,potion,potion of amnesia,sparkling potion,,,,,,glass,0,10,100,100,16,standard,FALSE,quaff:Toss:|/:0
potion,potion,potion of blindness,yellow potion,,,,,,glass,0,10,100,150,38,standard,FALSE,quaff:Toss:blindness|/:0
potion,potion,potion of booze,brown potion,,,,,,glass,0,5,100,50,40,standard,FALSE,
potion,potion,potion of clairvoyance,luminescent potion,,,,,,glass,0,30,100,100,20,standard,FALSE,quaff:Buff:clairvoyance|/:0
potion,potion,potion of confusion,orange potion,,,,,,glass,0,20,100,100,40,standard,FALSE,quaff:Toss:confusion|/:0
potion,potion,potion of divinity,bloody potion,,,,,,glass,0,30,100,100,20,standard,FALSE,quaff:Buff:beatitude|/:0
potion,potion,potion of ESP,muddy potion,,,,,,glass,0,30,100,150,20,standard,FALSE,quaff:Buff:telepathy|/:0
potion,potion,potion of extra healing,puce potion,,,,,,glass,0,50,100,150,45,standard,FALSE,quaff:Healing:|/:0
potion,potion,potion of fruit juice,dark potion,,,,,,glass,0,10,100,50,40,standard,FALSE,
potion,potion,potion of full healing,black potion,,,,,,glass,0,100,100,200,20,standard,FALSE,quaff:Healing:|/:0
potion,potion,potion of gain ability,ruby potion,,,,,,glass,0,100,100,300,38,standard,FALSE,quaff:Buff:|/:0
potion,potion,potion of gain energy,cloudy potion,This is a potion of pure magical energy which will restore and increase your mana.,,,,,glass,0,100,100,150,40,standard,FALSE,quaff:Buff:|/:0
potion,potion,potion of gain level,milky potion,,,,,,glass,0,100,100,300,20,standard,FALSE,quaff:Buff:|/:0
potion,potion,potion of hallucination,sky blue potion,,,,,,glass,0,10,100,100,40,standard,FALSE,quaff:Toss:hallucination|/:0
potion,potion,potion of healing,purple-red potion,,,,,,glass,0,30,100,100,55,standard,FALSE,quaff:Healing:|/:0
potion,potion,potion of ink,gloomy potion,This convenient vial of ink can be used to replenish your markers.,,,,,glass,0,5,100,250,10,standard,FALSE,quaff:Toss:blindness|/:0
potion,potion,potion of invisibility,brilliant blue potion,,,,,,glass,0,30,100,150,40,standard,FALSE,quaff:Buff:invisibility|/:0
potion,potion,potion of levitation,cyan potion,,,,,,glass,0,30,100,200,38,standard,FALSE,quaff:Toss:levitation|/:0
potion,potion,potion of monster detection,bubbly potion,,,,,,glass,0,20,100,150,38,standard,FALSE,
potion,potion,potion of object detection,smoky potion,,,,,,glass,0,20,100,150,38,standard,FALSE,
potion,potion,potion of oil,murky potion,This handy canister of oil can be used to refuel your lamps and lanterns.,,,,,glass,0,5,100,250,30,standard,FALSE,quaff:Toss:fumbling|/:0
potion,potion,potion of paralysis,emerald potion,,,,,,glass,0,20,100,300,38,standard,FALSE,quaff:Toss:paralysis|/:0
potion,potion,potion of polymorph,golden potion,,,,,,glass,0,50,100,200,10,standard,FALSE,quaff:Buff:polymorph|/:0
potion,potion,potion of rage,swirly potion,,,,,,glass,0,50,100,200,20,standard,FALSE,quaff:Toss:rage|/:0
potion,potion,potion of recovery,pink potion,,,,,,glass,0,50,100,100,40,standard,FALSE,
potion,potion,potion of see invisible,magenta potion,,,,,,glass,0,10,100,50,38,standard,FALSE,quaff:Buff:see invisible|/:0
potion,potion,potion of sickness,fizzy potion,,,,,,glass,0,10,100,50,40,standard,FALSE,quaff:Toss:sickness|/:0
potion,potion,potion of sleeping,effervescent potion,,,,,,glass,0,20,100,100,40,standard,FALSE,quaff:Toss:sleeping|/:0
potion,potion,potion of speed,dark green potion,,,,,,glass,0,50,100,200,38,standard,FALSE,quaff:Buff:quickness|/:0
potion,potion,potion of sustenance,glossy potion,,,,,,glass,0,50,100,150,6,standard,FALSE,quaff:Buff:sustain ability|/:0
potion,potion,potion of warning,khaki potion,,,,,,glass,0,50,100,150,6,standard,FALSE,quaff:Buff:warning|/:0
potion,potion,potion of water,clear potion,,,,,,glass,0,5,100,100,55,standard,FALSE,
ring,earwear,costume earrings,gold earrings,,,,,,gold,20,10,10,120,10,standard,FALSE,
ring,earwear,mute earrings,bone earrings,,,,,,bone,20,50,10,120,10,standard,FALSE,
ring,earwear,proof earrings,pearl earrings,,,,,,gemstone,20,50,10,120,10,standard,FALSE,
ring,ring,Nonagon Infinity,,A ring of nine facets with no beginning and no end. The wearer's life loops rather than ends.,,,,,platinum,0,0,30,1500,1,artifact,FALSE,
ring,ring,ring of accuracy,clay ring,,,,,,clay,15,40,30,150,100,standard,FALSE,
ring,ring,ring of adornment,wooden ring,,,,,,wood,15,30,30,100,100,standard,FALSE,
ring,ring,ring of aggravation,sapphire ring,,,,,,gemstone,15,20,30,150,100,standard,FALSE,
